source	set	file	bg	lv	my
7T	masks	50_slice003_frame022-mask.png	238816	1564	1284
7T	masks	50_slice003_frame023-mask.png	238495	1590	1579
7T	masks	50_slice003_frame024-mask.png	238667	1367	1630
7T	masks	50_slice004_frame000-mask.png	236741	2632	2291
7T	masks	50_slice004_frame001-mask.png	236641	2689	2334
7T	masks	50_slice004_frame002-mask.png	236972	2335	2357
7T	masks	50_slice004_frame003-mask.png	237248	1864	2552
7T	masks	50_slice004_frame004-mask.png	237567	1555	2542
7T	masks	50_slice004_frame005-mask.png	237742	1426	2496
7T	masks	50_slice004_frame006-mask.png	237857	1020	2787
7T	masks	50_slice004_frame007-mask.png	237714	672	3278
7T	masks	50_slice004_frame008-mask.png	237748	545	3371
7T	masks	50_slice004_frame009-mask.png	237848	398	3418
7T	masks	50_slice004_frame010-mask.png	237855	373	3436
7T	masks	50_slice004_frame011-mask.png	238162	453	3049
7T	masks	50_slice004_frame012-mask.png	238189	656	2819
7T	masks	50_slice004_frame013-mask.png	238237	1568	1859
7T	masks	50_slice004_frame014-mask.png	238056	2065	1543
7T	masks	50_slice004_frame015-mask.png	237672	2162	1830
7T	masks	50_slice004_frame016-mask.png	237367	2192	2105
7T	masks	50_slice004_frame017-mask.png	237346	2421	1897
7T	masks	50_slice004_frame018-mask.png	237046	2387	2231
7T	masks	50_slice004_frame019-mask.png	237125	2554	1985
7T	masks	50_slice004_frame020-mask.png	237227	2313	2124
7T	masks	50_slice004_frame021-mask.png	237525	2453	1686
7T	masks	50_slice004_frame022-mask.png	237198	2404	2062
7T	masks	50_slice004_frame023-mask.png	236986	2506	2172
7T	masks	50_slice004_frame024-mask.png	236938	2614	2112
7T	masks	50_slice005_frame000-mask.png	236357	3127	2180
7T	masks	50_slice005_frame001-mask.png	236229	2957	2478
7T	masks	50_slice005_frame002-mask.png	236313	2734	2617
7T	masks	50_slice005_frame003-mask.png	236865	2179	2620
7T	masks	50_slice005_frame004-mask.png	237245	2062	2357
7T	masks	50_slice005_frame005-mask.png	237106	1491	3067
7T	masks	50_slice005_frame006-mask.png	237344	1336	2984
7T	masks	50_slice005_frame007-mask.png	237154	895	3615
7T	masks	50_slice005_frame008-mask.png	237175	687	3802
7T	masks	50_slice005_frame009-mask.png	237424	487	3753
7T	masks	50_slice005_frame010-mask.png	237158	747	3759
7T	masks	50_slice005_frame011-mask.png	237565	906	3193
7T	masks	50_slice005_frame012-mask.png	237565	1231	2868
7T	masks	50_slice005_frame013-mask.png	237647	1784	2233
7T	masks	50_slice005_frame014-mask.png	237248	2612	1804
7T	masks	50_slice005_frame015-mask.png	236775	2771	2118
7T	masks	50_slice005_frame016-mask.png	236674	2850	2140
7T	masks	50_slice005_frame017-mask.png	236519	2893	2252
7T	masks	50_slice005_frame018-mask.png	236653	2831	2180
7T	masks	50_slice005_frame019-mask.png	236698	2718	2248
7T	masks	50_slice005_frame020-mask.png	236873	2772	2019
7T	masks	50_slice005_frame021-mask.png	236773	2660	2231
7T	masks	50_slice005_frame022-mask.png	236505	2838	2321
7T	masks	50_slice005_frame023-mask.png	236518	3009	2137
7T	masks	50_slice005_frame024-mask.png	236389	3117	2158
7T	masks	50_slice006_frame000-mask.png	235629	3375	2660
7T	masks	50_slice006_frame001-mask.png	235778	3425	2461
7T	masks	50_slice006_frame002-mask.png	236054	3046	2564
7T	masks	50_slice006_frame003-mask.png	236118	2740	2806
7T	masks	50_slice006_frame004-mask.png	236233	2291	3140
7T	masks	50_slice006_frame005-mask.png	236446	2015	3203
7T	masks	50_slice006_frame006-mask.png	236392	1742	3530
7T	masks	50_slice006_frame007-mask.png	236627	1487	3550
7T	masks	50_slice006_frame008-mask.png	236620	1146	3898
7T	masks	50_slice006_frame009-mask.png	236668	1031	3965
7T	masks	50_slice006_frame010-mask.png	236679	1230	3755
7T	masks	50_slice006_frame011-mask.png	237047	1359	3258
7T	masks	50_slice006_frame012-mask.png	237075	1361	3228
7T	masks	50_slice006_frame013-mask.png	236949	2379	2336
7T	masks	50_slice006_frame014-mask.png	236685	2774	2205
7T	masks	50_slice006_frame015-mask.png	236384	3198	2082
7T	masks	50_slice006_frame016-mask.png	236104	3224	2336
7T	masks	50_slice006_frame017-mask.png	236108	3283	2273
7T	masks	50_slice006_frame018-mask.png	236294	3243	2127
7T	masks	50_slice006_frame019-mask.png	236256	3128	2280
7T	masks	50_slice006_frame020-mask.png	236397	3071	2196
7T	masks	50_slice006_frame021-mask.png	236339	3126	2199
7T	masks	50_slice006_frame022-mask.png	236269	3196	2199
7T	masks	50_slice006_frame023-mask.png	236117	3343	2204
7T	masks	50_slice006_frame024-mask.png	236038	3471	2155
7T	masks	50_slice007_frame000-mask.png	234916	3943	2805
7T	masks	50_slice007_frame001-mask.png	235015	3646	3003
7T	masks	50_slice007_frame002-mask.png	235393	3236	3035
7T	masks	50_slice007_frame003-mask.png	235485	2876	3303
7T	masks	50_slice007_frame004-mask.png	235666	2306	3692
7T	masks	50_slice007_frame005-mask.png	235596	1913	4155
7T	masks	50_slice007_frame006-mask.png	236049	1389	4226
7T	masks	50_slice007_frame007-mask.png	235966	1367	4331
7T	masks	50_slice007_frame008-mask.png	236056	1118	4490
7T	masks	50_slice007_frame009-mask.png	236094	1055	4515
7T	masks	50_slice007_frame010-mask.png	236124	1444	4096
7T	masks	50_slice007_frame011-mask.png	236009	1505	4150
7T	masks	50_slice007_frame012-mask.png	236360	1864	3440
7T	masks	50_slice007_frame013-mask.png	236284	2675	2705
7T	masks	50_slice007_frame014-mask.png	235998	3275	2391
7T	masks	50_slice007_frame015-mask.png	235737	3662	2265
7T	masks	50_slice007_frame016-mask.png	235339	3825	2500
7T	masks	50_slice007_frame017-mask.png	235272	3745	2647
7T	masks	50_slice007_frame018-mask.png	235318	3813	2533
7T	masks	50_slice007_frame019-mask.png	235321	3512	2831
7T	masks	50_slice007_frame020-mask.png	235273	3551	2840
7T	masks	50_slice007_frame021-mask.png	235494	3605	2565
7T	masks	50_slice007_frame022-mask.png	235246	3838	2580
7T	masks	50_slice007_frame023-mask.png	235137	3676	2851
7T	masks	50_slice007_frame024-mask.png	235241	3566	2857
7T	masks	50_slice008_frame000-mask.png	234178	4667	2819
7T	masks	50_slice008_frame001-mask.png	234277	4482	2905
7T	masks	50_slice008_frame002-mask.png	234687	3963	3014
7T	masks	50_slice008_frame003-mask.png	234823	3498	3343
7T	masks	50_slice008_frame004-mask.png	234794	2949	3921
7T	masks	50_slice008_frame005-mask.png	235163	2572	3929
7T	masks	50_slice008_frame006-mask.png	235596	2229	3839
7T	masks	50_slice008_frame007-mask.png	235561	1641	4462
7T	masks	50_slice008_frame008-mask.png	235598	1491	4575
7T	masks	50_slice008_frame009-mask.png	235586	1552	4526
7T	masks	50_slice008_frame010-mask.png	235645	1841	4178
7T	masks	50_slice008_frame011-mask.png	235740	2068	3856
7T	masks	50_slice008_frame012-mask.png	235459	2985	3220
7T	masks	50_slice008_frame013-mask.png	234980	3568	3116
7T	masks	50_slice008_frame014-mask.png	234884	4306	2474
7T	masks	50_slice008_frame015-mask.png	234788	4383	2493
7T	masks	50_slice008_frame016-mask.png	234591	4222	2851
7T	masks	50_slice008_frame017-mask.png	234579	4415	2670
7T	masks	50_slice008_frame018-mask.png	233568	3908	4188
7T	masks	50_slice008_frame019-mask.png	234555	4240	2869
7T	masks	50_slice008_frame020-mask.png	234542	4128	2994
7T	masks	50_slice008_frame021-mask.png	234524	4078	3062
7T	masks	50_slice008_frame022-mask.png	234662	4416	2586
7T	masks	50_slice008_frame023-mask.png	234204	4211	3249
7T	masks	50_slice008_frame024-mask.png	234225	4595	2844
7T	masks	50_slice009_frame000-mask.png	233832	4913	2919
7T	masks	50_slice009_frame001-mask.png	233728	4760	3176
7T	masks	50_slice009_frame002-mask.png	233920	4358	3386
7T	masks	50_slice009_frame003-mask.png	234536	3892	3236
7T	masks	50_slice009_frame004-mask.png	234629	3736	3299
7T	masks	50_slice009_frame005-mask.png	234904	2640	4120
7T	masks	50_slice009_frame006-mask.png	235185	2299	4180
7T	masks	50_slice009_frame007-mask.png	235136	1928	4600
7T	masks	50_slice009_frame008-mask.png	235261	1692	4711
7T	masks	50_slice009_frame009-mask.png	235210	1701	4753
7T	masks	50_slice009_frame010-mask.png	235010	1891	4763
7T	masks	50_slice009_frame011-mask.png	235077	2573	4014
7T	masks	50_slice009_frame012-mask.png	234859	2933	3872
7T	masks	50_slice009_frame013-mask.png	234980	3620	3064
7T	masks	50_slice009_frame014-mask.png	234563	3972	3129
7T	masks	50_slice009_frame015-mask.png	234266	4469	2929
7T	masks	50_slice009_frame016-mask.png	234206	4591	2867
7T	masks	50_slice009_frame017-mask.png	234034	4620	3010
7T	masks	50_slice009_frame018-mask.png	233955	4521	3188
7T	masks	50_slice009_frame019-mask.png	234079	4544	3041
7T	masks	50_slice009_frame020-mask.png	234208	4397	3059
7T	masks	50_slice009_frame021-mask.png	234131	4397	3136
7T	masks	50_slice009_frame022-mask.png	233910	4709	3045
7T	masks	50_slice009_frame023-mask.png	234073	4757	2834
7T	masks	50_slice009_frame024-mask.png	233737	4780	3147
7T	masks	50_slice010_frame000-mask.png	233703	4791	3170
7T	masks	50_slice010_frame001-mask.png	233590	4818	3256
7T	masks	50_slice010_frame002-mask.png	233969	4426	3269
7T	masks	50_slice010_frame003-mask.png	234047	3899	3718
7T	masks	50_slice010_frame004-mask.png	234468	3667	3529
7T	masks	50_slice010_frame005-mask.png	234633	2949	4082
7T	masks	50_slice010_frame006-mask.png	234795	2639	4230
7T	masks	50_slice010_frame007-mask.png	235011	1952	4701
7T	masks	50_slice010_frame008-mask.png	235042	1719	4903
7T	masks	50_slice010_frame009-mask.png	235168	1691	4805
7T	masks	50_slice010_frame010-mask.png	235164	2065	4435
7T	masks	50_slice010_frame011-mask.png	235081	2390	4193
7T	masks	50_slice010_frame012-mask.png	234908	3070	3686
7T	masks	50_slice010_frame013-mask.png	234544	3707	3413
7T	masks	50_slice010_frame014-mask.png	234276	4118	3270
7T	masks	50_slice010_frame015-mask.png	234232	4503	2929
7T	masks	50_slice010_frame016-mask.png	233957	4433	3274
7T	masks	50_slice010_frame017-mask.png	233792	4496	3376
7T	masks	50_slice010_frame018-mask.png	233770	4673	3221
7T	masks	50_slice010_frame019-mask.png	233946	4697	3021
7T	masks	50_slice010_frame020-mask.png	233993	4706	2965
7T	masks	50_slice010_frame021-mask.png	234037	4553	3074
7T	masks	50_slice010_frame022-mask.png	234089	4969	2606
7T	masks	50_slice010_frame023-mask.png	233427	4907	3330
7T	masks	50_slice010_frame024-mask.png	233526	4989	3149
7T	masks	50_slice011_frame000-mask.png	233235	4986	3443
7T	masks	50_slice011_frame001-mask.png	233640	4863	3161
7T	masks	50_slice011_frame002-mask.png	233890	4491	3283
7T	masks	50_slice011_frame003-mask.png	234182	3922	3560
7T	masks	50_slice011_frame004-mask.png	234640	3390	3634
7T	masks	50_slice011_frame005-mask.png	234752	3155	3757
7T	masks	50_slice011_frame006-mask.png	234958	2500	4206
7T	masks	50_slice011_frame007-mask.png	235071	2297	4296
7T	masks	50_slice011_frame008-mask.png	235215	1739	4710
7T	masks	50_slice011_frame009-mask.png	235314	2207	4143
7T	masks	50_slice011_frame010-mask.png	234978	1958	4728
7T	masks	50_slice011_frame011-mask.png	234874	2783	4007
7T	masks	50_slice011_frame012-mask.png	234444	3293	3927
7T	masks	50_slice011_frame013-mask.png	234229	4192	3243
7T	masks	50_slice011_frame014-mask.png	234004	3999	3661
7T	masks	50_slice011_frame015-mask.png	233759	4690	3215
7T	masks	50_slice011_frame016-mask.png	233698	4691	3275
7T	masks	50_slice011_frame017-mask.png	233552	4737	3375
7T	masks	50_slice011_frame018-mask.png	233495	4700	3469
7T	masks	50_slice011_frame019-mask.png	233526	4807	3331
7T	masks	50_slice011_frame020-mask.png	233464	4626	3574
7T	masks	50_slice011_frame021-mask.png	233593	4783	3288
7T	masks	50_slice011_frame022-mask.png	233147	4908	3609
7T	masks	50_slice011_frame023-mask.png	233108	5126	3430
7T	masks	50_slice011_frame024-mask.png	233080	5208	3376
7T	masks	50_slice012_frame000-mask.png	233205	4998	3461
7T	masks	50_slice012_frame001-mask.png	233214	4922	3528
7T	masks	50_slice012_frame002-mask.png	233743	4517	3404
7T	masks	50_slice012_frame003-mask.png	234271	3786	3607
7T	masks	50_slice012_frame004-mask.png	234698	3466	3500
7T	masks	50_slice012_frame005-mask.png	235054	2819	3791
7T	masks	50_slice012_frame006-mask.png	235208	2650	3806
7T	masks	50_slice012_frame007-mask.png	235515	2424	3725
7T	masks	50_slice012_frame008-mask.png	235678	2451	3535
7T	masks	50_slice012_frame009-mask.png	235433	2719	3512
7T	masks	50_slice012_frame010-mask.png	235526	2514	3624
7T	masks	50_slice012_frame011-mask.png	235093	2835	3736
7T	masks	50_slice012_frame012-mask.png	234582	3507	3575
7T	masks	50_slice012_frame013-mask.png	234217	4195	3252
7T	masks	50_slice012_frame014-mask.png	234129	4305	3230
7T	masks	50_slice012_frame015-mask.png	233714	4622	3328
7T	masks	50_slice012_frame016-mask.png	233753	4873	3038
7T	masks	50_slice012_frame017-mask.png	233604	4790	3270
7T	masks	50_slice012_frame018-mask.png	233470	4836	3358
7T	masks	50_slice012_frame019-mask.png	233498	4869	3297
7T	masks	50_slice012_frame020-mask.png	233470	4923	3271
7T	masks	50_slice012_frame021-mask.png	233364	5111	3189
7T	masks	50_slice012_frame022-mask.png	233454	5073	3137
7T	masks	50_slice012_frame023-mask.png	233329	5056	3279
7T	masks	50_slice012_frame024-mask.png	233218	5288	3158
7T	masks	50_slice013_frame000-mask.png	233381	5003	3280
7T	masks	50_slice013_frame001-mask.png	233539	4731	3394
7T	masks	50_slice013_frame002-mask.png	234059	4194	3411
7T	masks	50_slice013_frame003-mask.png	234443	3656	3565
7T	masks	50_slice013_frame004-mask.png	234707	3071	3886
7T	masks	50_slice013_frame005-mask.png	235087	2671	3906
7T	masks	50_slice013_frame006-mask.png	235103	2297	4264
7T	masks	50_slice013_frame007-mask.png	235561	2166	3937
7T	masks	50_slice013_frame008-mask.png	235887	1982	3795
7T	masks	50_slice013_frame009-mask.png	235804	2062	3798
7T	masks	50_slice013_frame010-mask.png	235498	1758	4408
7T	masks	50_slice013_frame011-mask.png	234796	2925	3943
7T	masks	50_slice013_frame012-mask.png	234571	3440	3653
7T	masks	50_slice013_frame013-mask.png	234354	4052	3258
7T	masks	50_slice013_frame014-mask.png	233983	3895	3786
7T	masks	50_slice013_frame015-mask.png	234172	4212	3280
7T	masks	50_slice013_frame016-mask.png	233948	4560	3156
7T	masks	50_slice013_frame017-mask.png	233835	4553	3276
7T	masks	50_slice013_frame018-mask.png	233641	4840	3183
7T	masks	50_slice013_frame019-mask.png	233605	4960	3099
7T	masks	50_slice013_frame020-mask.png	233771	4880	3013
7T	masks	50_slice013_frame021-mask.png	233470	5177	3017
7T	masks	50_slice013_frame022-mask.png	233391	4980	3293
7T	masks	50_slice013_frame023-mask.png	233249	5057	3358
7T	masks	50_slice013_frame024-mask.png	233502	4992	3170
7T	masks	50_slice014_frame000-mask.png	233507	4696	3461
7T	masks	50_slice014_frame001-mask.png	233309	4631	3724
7T	masks	50_slice014_frame002-mask.png	234241	4217	3206
7T	masks	50_slice014_frame003-mask.png	234679	3596	3389
7T	masks	50_slice014_frame004-mask.png	235125	3398	3141
7T	masks	50_slice014_frame005-mask.png	235759	2962	2943
7T	masks	50_slice014_frame006-mask.png	235976	2765	2923
7T	masks	50_slice014_frame007-mask.png	236429	2670	2565
7T	masks	50_slice014_frame008-mask.png	236864	2718	2082
7T	masks	50_slice014_frame009-mask.png	236783	2706	2175
7T	masks	50_slice014_frame010-mask.png	236854	2578	2232
7T	masks	50_slice014_frame011-mask.png	236504	2761	2399
7T	masks	50_slice014_frame012-mask.png	235394	2874	3396
7T	masks	50_slice014_frame013-mask.png	234630	3325	3709
7T	masks	50_slice014_frame014-mask.png	234216	3634	3814
7T	masks	50_slice014_frame015-mask.png	234235	3854	3575
7T	masks	50_slice014_frame016-mask.png	234097	4369	3198
7T	masks	50_slice014_frame017-mask.png	234000	4355	3309
7T	masks	50_slice014_frame018-mask.png	234163	4321	3180
7T	masks	50_slice014_frame019-mask.png	233845	4440	3379
7T	masks	50_slice014_frame020-mask.png	233319	4645	3700
7T	masks	50_slice014_frame021-mask.png	233671	4809	3184
7T	masks	50_slice014_frame022-mask.png	233545	4862	3257
7T	masks	50_slice014_frame023-mask.png	233569	4852	3243
7T	masks	50_slice014_frame024-mask.png	233378	4627	3659
7T	masks	50_slice015_frame000-mask.png	233540	4420	3704
7T	masks	50_slice015_frame001-mask.png	233710	4193	3761
7T	masks	50_slice015_frame002-mask.png	233939	3965	3760
7T	masks	50_slice015_frame003-mask.png	234781	4045	2838
7T	masks	50_slice015_frame004-mask.png	241664	0	0
7T	masks	50_slice015_frame005-mask.png	241664	0	0
7T	masks	50_slice015_frame006-mask.png	241664	0	0
7T	masks	50_slice015_frame007-mask.png	241664	0	0
7T	masks	50_slice015_frame008-mask.png	241664	0	0
7T	masks	50_slice015_frame009-mask.png	241664	0	0
7T	masks	50_slice015_frame010-mask.png	241664	0	0
7T	masks	50_slice015_frame011-mask.png	241664	0	0
7T	masks	50_slice015_frame012-mask.png	241664	0	0
7T	masks	50_slice015_frame013-mask.png	235134	3297	3233
7T	masks	50_slice015_frame014-mask.png	234565	3477	3622
7T	masks	50_slice015_frame015-mask.png	234104	4116	3444
7T	masks	50_slice015_frame016-mask.png	234217	4365	3082
7T	masks	50_slice015_frame017-mask.png	234040	4443	3181
7T	masks	50_slice015_frame018-mask.png	233924	4439	3301
7T	masks	50_slice015_frame019-mask.png	233841	4410	3413
7T	masks	50_slice015_frame020-mask.png	233749	4342	3573
7T	masks	50_slice015_frame021-mask.png	233793	4374	3497
7T	masks	50_slice015_frame022-mask.png	233673	4661	3330
7T	masks	50_slice015_frame023-mask.png	233517	4676	3471
7T	masks	50_slice015_frame024-mask.png	233540	4463	3661
7T	masks	50_slice016_frame000-mask.png	234537	4612	2515
7T	masks	50_slice016_frame001-mask.png	241664	0	0
7T	masks	50_slice016_frame002-mask.png	241664	0	0
7T	masks	50_slice016_frame003-mask.png	241664	0	0
7T	masks	50_slice016_frame004-mask.png	241664	0	0
7T	masks	50_slice016_frame005-mask.png	241664	0	0
7T	masks	50_slice016_frame006-mask.png	241664	0	0
7T	masks	50_slice016_frame007-mask.png	241664	0	0
7T	masks	50_slice016_frame008-mask.png	241664	0	0
7T	masks	50_slice016_frame009-mask.png	241664	0	0
7T	masks	50_slice016_frame010-mask.png	241664	0	0
7T	masks	50_slice016_frame011-mask.png	241664	0	0
7T	masks	50_slice016_frame012-mask.png	241664	0	0
7T	masks	50_slice016_frame013-mask.png	241664	0	0
7T	masks	50_slice016_frame014-mask.png	241664	0	0
7T	masks	50_slice016_frame015-mask.png	241664	0	0
7T	masks	50_slice016_frame016-mask.png	235576	3858	2230
7T	masks	50_slice016_frame017-mask.png	235256	4087	2321
7T	masks	50_slice016_frame018-mask.png	235303	4122	2239
7T	masks	50_slice016_frame019-mask.png	235028	3987	2649
7T	masks	50_slice016_frame020-mask.png	235126	4150	2388
7T	masks	50_slice016_frame021-mask.png	235157	4015	2492
7T	masks	50_slice016_frame022-mask.png	234775	4232	2657
7T	masks	50_slice016_frame023-mask.png	235157	3984	2523
7T	masks	50_slice016_frame024-mask.png	234752	4107	2805
7T	masks	51_slice000_frame000-mask.png	240025	726	913
7T	masks	51_slice000_frame001-mask.png	240095	609	960
7T	masks	51_slice000_frame002-mask.png	240113	510	1041
7T	masks	51_slice000_frame003-mask.png	240145	482	1037
7T	masks	51_slice000_frame004-mask.png	240184	355	1125
7T	masks	51_slice000_frame005-mask.png	241664	0	0
7T	masks	51_slice000_frame006-mask.png	241664	0	0
7T	masks	51_slice000_frame007-mask.png	241664	0	0
7T	masks	51_slice000_frame008-mask.png	241664	0	0
7T	masks	51_slice000_frame009-mask.png	241664	0	0
7T	masks	51_slice000_frame010-mask.png	241664	0	0
7T	masks	51_slice000_frame011-mask.png	241664	0	0
7T	masks	51_slice000_frame012-mask.png	241664	0	0
7T	masks	51_slice000_frame013-mask.png	240928	0	736
7T	masks	51_slice000_frame014-mask.png	240638	287	739
7T	masks	51_slice000_frame015-mask.png	240243	592	829
7T	masks	51_slice000_frame016-mask.png	240127	627	910
7T	masks	51_slice000_frame017-mask.png	239988	614	1062
7T	masks	51_slice000_frame018-mask.png	239999	534	1131
7T	masks	51_slice000_frame019-mask.png	240045	650	969
7T	masks	51_slice000_frame020-mask.png	240051	639	974
7T	masks	51_slice000_frame021-mask.png	240132	669	863
7T	masks	51_slice000_frame022-mask.png	240141	603	920
7T	masks	51_slice000_frame023-mask.png	240155	520	989
7T	masks	51_slice000_frame024-mask.png	240151	658	855
7T	masks	51_slice001_frame000-mask.png	239227	1470	967
7T	masks	51_slice001_frame001-mask.png	239452	1336	876
7T	masks	51_slice001_frame002-mask.png	239218	1323	1123
7T	masks	51_slice001_frame003-mask.png	239313	1139	1212
7T	masks	51_slice001_frame004-mask.png	239480	943	1241
7T	masks	51_slice001_frame005-mask.png	239489	874	1301
7T	masks	51_slice001_frame006-mask.png	239704	861	1099
7T	masks	51_slice001_frame007-mask.png	239639	851	1174
7T	masks	51_slice001_frame008-mask.png	239749	793	1122
7T	masks	51_slice001_frame009-mask.png	239934	647	1083
7T	masks	51_slice001_frame010-mask.png	239920	746	998
7T	masks	51_slice001_frame011-mask.png	240041	343	1280
7T	masks	51_slice001_frame012-mask.png	240101	498	1065
7T	masks	51_slice001_frame013-mask.png	239844	990	830
7T	masks	51_slice001_frame014-mask.png	239306	1281	1077
7T	masks	51_slice001_frame015-mask.png	239134	1509	1021
7T	masks	51_slice001_frame016-mask.png	239064	1497	1103
7T	masks	51_slice001_frame017-mask.png	239135	1359	1170
7T	masks	51_slice001_frame018-mask.png	238981	1347	1336
7T	masks	51_slice001_frame019-mask.png	239333	1339	992
7T	masks	51_slice001_frame020-mask.png	239367	1323	974
7T	masks	51_slice001_frame021-mask.png	239415	1179	1070
7T	masks	51_slice001_frame022-mask.png	239226	1380	1058
7T	masks	51_slice001_frame023-mask.png	239068	1367	1229
7T	masks	51_slice001_frame024-mask.png	239094	1284	1286
7T	masks	51_slice002_frame000-mask.png	237760	2449	1455
7T	masks	51_slice002_frame001-mask.png	238071	2194	1399
7T	masks	51_slice002_frame002-mask.png	238097	2087	1480
7T	masks	51_slice002_frame003-mask.png	238229	1848	1587
7T	masks	51_slice002_frame004-mask.png	238249	1814	1601
7T	masks	51_slice002_frame005-mask.png	238447	1328	1889
7T	masks	51_slice002_frame006-mask.png	238808	1202	1654
7T	masks	51_slice002_frame007-mask.png	238821	1198	1645
7T	masks	51_slice002_frame008-mask.png	238792	967	1905
7T	masks	51_slice002_frame009-mask.png	239090	971	1603
7T	masks	51_slice002_frame010-mask.png	238865	910	1889
7T	masks	51_slice002_frame011-mask.png	238844	905	1915
7T	masks	51_slice002_frame012-mask.png	238849	1144	1671
7T	masks	51_slice002_frame013-mask.png	238766	1636	1262
7T	masks	51_slice002_frame014-mask.png	238709	1977	978
7T	masks	51_slice002_frame015-mask.png	238434	2119	1111
7T	masks	51_slice002_frame016-mask.png	238312	2204	1148
7T	masks	51_slice002_frame017-mask.png	237938	2215	1511
7T	masks	51_slice002_frame018-mask.png	238177	2077	1410
7T	masks	51_slice002_frame019-mask.png	238265	1973	1426
7T	masks	51_slice002_frame020-mask.png	238302	1986	1376
7T	masks	51_slice002_frame021-mask.png	238400	1946	1318
7T	masks	51_slice002_frame022-mask.png	238224	2057	1383
7T	masks	51_slice002_frame023-mask.png	238265	2086	1313
7T	masks	51_slice002_frame024-mask.png	238204	2355	1105
7T	masks	51_slice003_frame000-mask.png	236707	2935	2022
7T	masks	51_slice003_frame001-mask.png	237082	2808	1774
7T	masks	51_slice003_frame002-mask.png	237007	2653	2004
7T	masks	51_slice003_frame003-mask.png	237223	2476	1965
7T	masks	51_slice003_frame004-mask.png	237163	2033	2468
7T	masks	51_slice003_frame005-mask.png	237524	1860	2280
7T	masks	51_slice003_frame006-mask.png	237424	1800	2440
7T	masks	51_slice003_frame007-mask.png	237510	1418	2736
7T	masks	51_slice003_frame008-mask.png	237751	1470	2443
7T	masks	51_slice003_frame009-mask.png	238290	1203	2171
7T	masks	51_slice003_frame010-mask.png	238288	1150	2226
7T	masks	51_slice003_frame011-mask.png	237949	1268	2447
7T	masks	51_slice003_frame012-mask.png	238156	1710	1798
7T	masks	51_slice003_frame013-mask.png	238013	2104	1547
7T	masks	51_slice003_frame014-mask.png	237844	2440	1380
7T	masks	51_slice003_frame015-mask.png	237566	2720	1378
7T	masks	51_slice003_frame016-mask.png	237353	2793	1518
7T	masks	51_slice003_frame017-mask.png	237148	2867	1649
7T	masks	51_slice003_frame018-mask.png	237453	2748	1463
7T	masks	51_slice003_frame019-mask.png	237522	2794	1348
7T	masks	51_slice003_frame020-mask.png	237624	2699	1341
7T	masks	51_slice003_frame021-mask.png	237672	2723	1269
7T	masks	51_slice003_frame022-mask.png	237444	2766	1454
7T	masks	51_slice003_frame023-mask.png	237230	3014	1420
7T	masks	51_slice003_frame024-mask.png	237146	3073	1445
7T	masks	51_slice004_frame000-mask.png	236368	3630	1666
7T	masks	51_slice004_frame001-mask.png	236373	3538	1753
7T	masks	51_slice004_frame002-mask.png	236179	3390	2095
7T	masks	51_slice004_frame003-mask.png	236109	3369	2186
7T	masks	51_slice004_frame004-mask.png	236474	2977	2213
7T	masks	51_slice004_frame005-mask.png	236633	2692	2339
7T	masks	51_slice004_frame006-mask.png	236686	2366	2612
7T	masks	51_slice004_frame007-mask.png	236984	2102	2578
7T	masks	51_slice004_frame008-mask.png	236841	2002	2821
7T	masks	51_slice004_frame009-mask.png	237144	1680	2840
7T	masks	51_slice004_frame010-mask.png	236867	1507	3290
7T	masks	51_slice004_frame011-mask.png	237041	1635	2988
7T	masks	51_slice004_frame012-mask.png	236728	1939	2997
7T	masks	51_slice004_frame013-mask.png	236823	2206	2635
7T	masks	51_slice004_frame014-mask.png	236534	2540	2590
7T	masks	51_slice004_frame015-mask.png	236462	2991	2211
7T	masks	51_slice004_frame016-mask.png	236394	3225	2045
7T	masks	51_slice004_frame017-mask.png	236547	3286	1831
7T	masks	51_slice004_frame018-mask.png	236544	3261	1859
7T	masks	51_slice004_frame019-mask.png	236315	3483	1866
7T	masks	51_slice004_frame020-mask.png	236309	3459	1896
7T	masks	51_slice004_frame021-mask.png	236282	3378	2004
7T	masks	51_slice004_frame022-mask.png	236309	3355	2000
7T	masks	51_slice004_frame023-mask.png	236342	3486	1836
7T	masks	51_slice004_frame024-mask.png	236169	3531	1964
7T	masks	51_slice005_frame000-mask.png	235554	4295	1815
7T	masks	51_slice005_frame001-mask.png	235512	4086	2066
7T	masks	51_slice005_frame002-mask.png	235513	3949	2202
7T	masks	51_slice005_frame003-mask.png	235928	3720	2016
7T	masks	51_slice005_frame004-mask.png	235929	3434	2301
7T	masks	51_slice005_frame005-mask.png	236009	2902	2753
7T	masks	51_slice005_frame006-mask.png	236348	2536	2780
7T	masks	51_slice005_frame007-mask.png	236623	2188	2853
7T	masks	51_slice005_frame008-mask.png	236638	1914	3112
7T	masks	51_slice005_frame009-mask.png	236794	1970	2900
7T	masks	51_slice005_frame010-mask.png	236383	2130	3151
7T	masks	51_slice005_frame011-mask.png	236437	2080	3147
7T	masks	51_slice005_frame012-mask.png	236432	2413	2819
7T	masks	51_slice005_frame013-mask.png	236410	2964	2290
7T	masks	51_slice005_frame014-mask.png	236004	3792	1868
7T	masks	51_slice005_frame015-mask.png	235741	3946	1977
7T	masks	51_slice005_frame016-mask.png	235774	3855	2035
